"","PartID","NS","S","m_fd","se","ntd","b","d","mean_diff","step","diff_8"
"1","1300",49.9563419117647,26.3771057132692,106.025017271755,14.3382988434084,0.297454407630818,0.0271796627591255,0.0263289387223491,0.0277777777777778,8,-0.25
"2","1301",14.2826747894375,10.6444971188421,75.6791607540333,9.84158238973611,-0.662614209069476,0.0347621062592119,0.0347621062592119,0.138888888888889,8,0.25
"3","4031",52.4553571428571,30.4515665226818,109.572708438273,15.267908073035,0.124727967060739,0.0297218816196885,0.0355964859239373,0.194444444444444,8,0.75
"4","4543",23.6976454014444,39.3904194078947,113.723221628695,14.9917963737158,-0.46407517688638,0.0322493057183553,0.0330885223696458,0.111111111111111,8,0.5
"5","4738",107.609375,23.0209628025909,100.185402490935,10.9307832270104,-0.0346494017525459,0.0280287236002435,0.0355964859239373,0.166666666666667,8,1
"6","4743",24.6735491071429,8.19237635688462,122.680987937794,18.0363318541285,-0.877793878089104,0.0305659916656038,0.0347621062592119,0.111111111111111,8,0
"7","4745",125.882352941176,34.0294228834194,159.128972833932,16.5295507469898,0.201762952032277,0.0322493057183553,0.0355964859239373,0.138888888888889,8,0.5
"8","4767",22.6030815982222,23.091064453,96.8961549038155,13.9297784454436,-0.0208904552645716,0.0322493057183553,0.0355964859239373,0.138888888888889,8,1
"9","4835",24.0764145633333,17.4596274986364,54.4063500657674,8.11817577874264,-0.420765213961927,0.0322493057183553,0.0347621062592119,0.138888888888889,8,0.5
"10","5023",42.8255208366667,24.5344682184091,89.6357472744271,10.4598429211566,0.352261906335611,0.029699045049056,0.0330885223696458,0.0555555555555556,8,0.5
"11","5035",11.7520944710526,19.5959416152963,75.4924808541712,9.63329305625302,-0.249481181726627,0.0314084642516241,0.0314084642516241,0.138888888888889,8,0.25
"12","5039",32.62377929824,33.9262952321053,84.4055751591132,9.75590095353944,-0.142532378933899,0.0314084642516241,0.0271796627591255,0.111111111111111,8,0.75
"13","5062",45.205078125,93.9947916666667,183.61408390411,20.935404743168,0.363181158888138,0.0132168339296456,0.0133639615579815,0,8,0.25
"14","5082",43.91027114,16.2951202394,88.73568420428,11.4915431337132,-0.8113672118845,0.0271796627591255,0.0211892990699381,0.111111111111111,8,0.5
"15","5115",156.475694444444,17.82753906324,185.193325309081,19.4345824345913,-0.539681216363478,0.0314084642516241,0.0289015879805184,0.138888888888889,8,0.25
"16","5133",59.62982177875,32.515197754,94.2705004145455,11.0505970549417,0.120634690233595,0.0322493057183553,0.0347621062592119,0.138888888888889,8,0.25
"17","5136",25.5147705084,17.7868801622609,74.5409577112727,9.99290280704342,-0.694694310402649,0.0280287236002435,0.0211892990699381,0.166666666666667,8,0.5
"18","5141",98.7316176470588,68.3680555555556,180.820833333333,15.8451431848034,-0.551958462190871,0.0116056819016428,0.0305659916656037,0.0555555555555556,8,0.5
"19","5145",236.818181818182,51.9669117647059,256.990927419355,26.0340168513516,-0.369960846684124,0.0237667219577487,0.0355964859239373,0.111111111111111,8,0.25
"20","5153",112.997159090909,19.9391575868947,115.273626418464,13.3164470830454,-0.778571171202417,0.024622474908332,0.0339261204728706,0.0833333333333333,8,0.25
"21","5160",160.15625,60.6705729166667,183.390727796053,16.120648477277,-0.55430487703667,0.0229092794642119,0.0254765449611715,-0.0277777777777778,8,0
"22","5166",211.580882352941,19.6617046167368,179.94894118575,22.5797888734591,-0.173990473482646,0.0305659916656038,0.0322493057183553,0.138888888888889,8,0.25
"23","5173",27.9447792930435,23.482934440561,56.92939734495,7.7659955996051,-0.886528354326791,0.0280287236002435,0.0297218816196885,0.138888888888889,8,0.5
"24","5174",390.416666666667,54.6788194444444,264.09912109375,26.3015080235721,-0.363777539296762,0.00895484265292641,0.00180580086326235,0,8,0.25
"25","5185",117.20703125,121.31640625,176.84228515625,14.8534176578643,0.75125921809466,0.0314084642516241,0.0288761277362291,0.222222222222222,8,0.25
"26","5188",17.2312227891667,17.0116509343889,68.3354396208468,9.04159379991983,-0.555285885340756,0.0347621062592119,0.0355964859239373,0.111111111111111,8,0.25
"27","5197",59.4943576388889,40.4175967261905,141.899636008523,15.4942936151347,-0.201683816621519,0.024622474908332,0.0288761277362291,0.222222222222222,8,0
"28","5220",60.8395181055366,45.9052734375,155.674249250435,12.7350499100519,-0.454585661151567,0.0653929615619915,0.0638335542064702,0.0972222222222222,8,0.75
"29","5223",122.426470588235,20.9940378289474,176.110869984568,20.0133034423421,0.0530490628595684,0.024622474908332,0.0297218816196885,0.0277777777777778,8,0.25
"30","5256",18.8788200831765,23.0417049658824,95.6081201702581,12.2605521095316,-0.117498872383711,0.0330885223696458,0.0305659916656038,0.222222222222222,8,0.75
"31","5261",29.1773897068235,15.78450489145,80.0663413353932,11.0395625179546,-0.367694466432784,0.017421713467848,0.0271796627591255,0.0925925925925926,8,0.25
"32","5265",34.1423233695652,21.200495402,90.9993668967589,11.3256876286125,-0.781804282982604,0.0297218816196885,0.0347621062592119,0.0555555555555556,8,0
"33","5285",173.125,37.6074496175,116.131722096461,11.6196096429375,-0.422154017330139,0.0297218816196885,0.0347621062592119,0.138888888888889,8,0.5
"34","5290",92.5568181818182,36.6015625,190.964285714286,23.0530036069742,0.19128783362472,0.0297218816196885,0.0185964884916585,0.194444444444444,8,0.5
"35","5312",24.8471679695,14.2865136946154,88.9923190162857,11.2183996997137,-0.63237838563643,0.00539503188670614,0.0203267476803402,0.0833333333333333,8,0.5
"36","5338",63.4375,107,205.972222222222,21.2931966570102,0.717541114785022,0.028876127736229,0.0322493057183553,0.0833333333333333,8,0.5
"37","5345",17.596726190619,37.6549711683333,88.5263439360762,11.0926806027007,-0.399148982417799,0.0194624797694321,0.0263289387223491,0.0833333333333333,8,0.25
"38","5349",87.6838235294118,24.0854042463684,107.542041741,13.0978311319204,-0.211968801843213,0.0194624797694321,0.0254765449611715,0.0833333333333333,8,0.25
"39","5402",37.0426432286667,35.6503634994444,83.646190409898,10.0623918195314,-0.303709629763733,0.0314084642516241,0.0288761277362291,0.0555555555555556,8,0.25
"40","5406",66.75048828125,21.4283620397308,86.4346828102736,11.4704011490758,-0.28847062035102,0.0116056819016428,0.0151151513577449,-0.0277777777777778,8,0.5
"41","5412",38.8034784228571,12.4499855438095,86.2889168524609,13.430775714026,-0.707278263853946,0.0339261204728706,0.0297218816196885,0.277777777777778,8,0.5
"42","5413",72.6136363636364,45.9354654948333,161.56567676959,17.7722259968859,0.360952863467331,0.0237667219577487,0.0263289387223491,0.111111111111111,8,0.25
"43","5428",21.5693933844118,16.6177924471333,79.365804990453,8.02770783935707,-0.0651110933760365,0.0305659916656038,0.0314084642516241,0.194444444444444,8,0.75
"44","6002",18.9325116144324,29.2267384243824,115.84474152227,9.35265290597844,-0.602516211864193,0.0479235523171828,0.0527580491627997,0.111111111111111,8,0.75
"45","6003",117.83203125,21.8981297810833,111.227909724125,12.8525011360875,-0.694897084032534,0.00180580086326235,0.0220501407430741,0.166666666666667,8,0.75
"46","6102",121.647727272727,102.8125,240.56640625,22.9383045116656,-0.0249444307236355,0.0297218816196885,0.0168593082478027,0.166666666666667,8,0
"47","READ_4150",108.072916666667,38.92578125,153.978207236842,17.7195117237192,-0.722871555593323,0.0330885223696458,0.0314084642516241,0.111111111111111,8,0.5
"48","READ_4521",241.996527777778,121.102941176471,297.898185483871,27.8715334087967,0.539711012038224,0.0142404391146102,0.0142404391146102,0.111111111111111,8,0
"49","READ_6001",36.2031250004,30.276554652,90.9377538241058,10.9304859265628,-0.706294407221516,0.0151151513577449,0.0237667219577487,0.0833333333333333,8,0.25
"50","READ_6101",175.892857142857,136.40625,287.42288961039,20.6181353952575,0.465299251185166,0.0203267476803402,0.00270589337592497,0.222222222222222,8,0.75
"51","READ_6103",49.7758556547619,17.7480017618261,95.2140558981837,11.2312597258311,0.0236936448021421,0.0280287236002435,0.0355964859239373,0.222222222222222,8,0.75
"52","READER_002",16.9264379046552,36.6539465890435,114.683894405398,17.1919643762324,0.368260423057842,0.00539503188670614,0,0.0833333333333333,8,0.25
"53","READER_003",16.9234952069091,28.0689761523684,93.3988444014412,10.8366758808528,-0.476349522959975,0.0271796627591255,0.0330885223696458,0.25,8,1
"54","READER_011",79.1360294117647,174.75,178.607536764706,13.8737240643825,0.702871680026392,0.0185964884916585,0.0168593082478027,0.0277777777777778,8,-0.5
"55","READER_017",30.4915364583333,12.349924588619,73.4625385959569,9.50338116364779,-0.325623175218306,0.0322493057183553,0.0322493057183553,0.0833333333333333,8,0.25
"56","READER_018",24.276258681,21.5717107606364,87.4731928761584,10.8894646498186,-0.396832153129208,0.0263289387223491,0.0237667219577487,0.111111111111111,8,1
